time,channel_idx
19.04296875,-1
21.97265625,-1
29.78515625,-1
32.2265625,-1
34.66796875,-1
38.0859375,-1
41.9921875,-1
44.43359375,-1
44.921875,-1
46.875,-1
49.31640625,-1
51.7578125,-1
53.7109375,-1
56.15234375,-1
63.96484375,-1
64.453125,-1
66.40625,-1
66.89453125,-1
68.84765625,-1
71.77734375,-1
74.21875,-1
86.42578125,-1
89.84375,-1
92.28515625,-1
94.7265625,-1
104.98046875,-1
107.91015625,-1
111.328125,-1
113.76953125,-1
131.8359375,-1
155.76171875,-1
158.69140625,-1
162.109375,-1
165.52734375,-1
170.41015625,-1
173.828125,-1
181.15234375,-1
184.5703125,-1
188.4765625,-1
190.91796875,-1
193.84765625,-1
199.21875,-1
201.66015625,-1
204.1015625,-1
208.49609375,-1
210.44921875,-1
210.9375,-1
213.37890625,-1
227.5390625,-1
231.93359375,-1
234.86328125,-1
237.79296875,-1
243.65234375,-1
246.09375,-1
250.48828125,-1
252.9296875,-1
288.57421875,-1
296.38671875,-1
298.828125,-1
301.26953125,-1
307.6171875,-1
312.01171875,-1
333.0078125,-1
335.44921875,-1
338.37890625,-1
345.703125,-1
347.65625,-1
349.609375,-1
357.421875,-1
359.86328125,-1
361.81640625,-1
372.55859375,-1
375.0,-1
377.44140625,-1
379.39453125,-1
381.34765625,-1
381.8359375,-1
384.27734375,-1
386.71875,-1
391.11328125,-1
394.04296875,-1
396.97265625,-1
399.4140625,-1
403.3203125,-1
409.66796875,-1
413.57421875,-1
417.48046875,-1
421.38671875,-1
425.78125,-1
437.98828125,-1
441.89453125,-1
446.2890625,-1
448.73046875,-1
451.66015625,-1
454.58984375,-1
457.51953125,-1
460.44921875,-1
464.35546875,-1
467.28515625,-1
469.23828125,-1
471.6796875,-1
475.5859375,-1
478.02734375,-1
480.46875,-1
483.3984375,-1
486.328125,-1
492.67578125,-1
497.55859375,-1
503.90625,-1
506.34765625,-1
506.8359375,-1
510.7421875,-1
513.671875,-1
516.6015625,-1
519.53125,-1
523.92578125,-1
531.25,-1
535.64453125,-1
538.0859375,-1
541.015625,-1
557.12890625,-1
560.05859375,-1
566.89453125,-1
569.82421875,-1
572.265625,-1
574.21875,-1
580.078125,-1
582.51953125,-1
585.9375,-1
596.19140625,-1
598.6328125,-1
600.5859375,-1
604.4921875,-1
612.79296875,-1
615.234375,-1
623.046875,-1
623.53515625,-1
626.953125,-1
629.39453125,-1
629.8828125,-1
633.7890625,-1
637.6953125,-1
645.5078125,-1
647.94921875,-1
648.4375,-1
650.390625,-1
650.87890625,-1
658.69140625,-1
662.109375,-1
664.55078125,-1
668.45703125,-1
679.19921875,-1
681.640625,-1
690.91796875,-1
693.84765625,-1
698.2421875,-1
700.68359375,-1
703.125,-1
706.54296875,-1
709.9609375,-1
712.890625,-1
717.28515625,-1
720.703125,-1
723.6328125,-1
727.5390625,-1
735.83984375,-1
738.28125,-1
740.234375,-1
754.39453125,-1
757.32421875,-1
765.13671875,-1
771.97265625,-1
773.92578125,-1
776.3671875,-1
778.80859375,-1
781.73828125,-1
787.109375,-1
789.55078125,-1
791.9921875,-1
794.43359375,-1
796.875,-1
800.78125,-1
804.6875,-1
807.12890625,-1
811.03515625,-1
813.4765625,-1
828.61328125,-1
831.0546875,-1
839.35546875,-1
841.796875,-1
843.75,-1
845.703125,-1
848.6328125,-1
851.5625,-1
856.93359375,-1
859.375,-1
861.328125,-1
864.2578125,-1
867.1875,-1
870.1171875,-1
872.0703125,-1
886.23046875,-1
888.671875,-1
890.625,-1
902.83203125,-1
904.78515625,-1
914.55078125,-1
918.9453125,-1
922.8515625,-1
926.7578125,-1
929.6875,-1
933.10546875,-1
941.40625,-1
943.84765625,-1
950.68359375,-1
953.125,-1
975.09765625,-1
978.515625,-1
980.95703125,-1
984.375,-1
986.81640625,-1
1013.18359375,-1
1022.4609375,-1
1024.90234375,-1
1033.203125,-1
1035.64453125,-1
1040.0390625,-1
1054.19921875,-1
1058.10546875,-1
1062.5,-1
1065.91796875,-1
1073.2421875,-1
1076.171875,-1
1083.0078125,-1
1085.44921875,-1
1093.26171875,-1
1097.65625,-1
1101.5625,-1
1104.00390625,-1
1108.3984375,-1
1125.9765625,-1
1127.9296875,-1
1134.765625,-1
1143.06640625,-1
1145.5078125,-1
1148.4375,-1
1150.390625,-1
1152.83203125,-1
1158.69140625,-1
1162.109375,-1
1165.0390625,-1
1174.31640625,-1
1176.7578125,-1
1192.3828125,-1
1195.3125,-1
1197.75390625,-1
1200.1953125,-1
1204.58984375,-1
1208.0078125,-1
1210.9375,-1
1215.33203125,-1
1217.28515625,-1
1224.609375,-1
1229.4921875,-1
1231.93359375,-1
1234.375,-1
1237.79296875,-1
1242.1875,-1
1245.60546875,-1
1250.0,-1
1252.44140625,-1
1256.34765625,-1
1258.7890625,-1
1261.23046875,-1
1269.53125,-1
1271.97265625,-1
1272.4609375,-1
1274.90234375,-1
1299.31640625,-1
1304.19921875,-1
1307.12890625,-1
1309.5703125,-1
1311.5234375,-1
1312.01171875,-1
1316.40625,-1
1319.82421875,-1
1324.70703125,-1
1327.1484375,-1
1329.1015625,-1
1331.54296875,-1
1337.40234375,-1
1339.35546875,-1
1339.84375,-1
1342.7734375,-1
1347.16796875,-1
1349.609375,-1
1350.09765625,-1
1358.3984375,-1
1366.69921875,-1
1369.62890625,-1
1374.0234375,-1
1376.46484375,-1
1378.90625,-1
1386.23046875,-1
1388.671875,-1
1390.625,-1
1394.04296875,-1
1398.4375,-1
1400.390625,-1
1408.203125,-1
1408.69140625,-1
1415.0390625,-1
1416.9921875,-1
1422.8515625,-1
1433.59375,-1
1437.01171875,-1
1444.3359375,-1
1452.1484375,-1
1455.078125,-1
1465.33203125,-1
1467.28515625,-1
1469.7265625,-1
1473.14453125,-1
1477.05078125,-1
1483.3984375,-1
1493.1640625,-1
1496.09375,-1
1499.51171875,-1
1506.8359375,-1
1509.765625,-1
1514.6484375,-1
1519.04296875,-1
1523.4375,-1
1526.85546875,-1
1529.296875,-1
1533.69140625,-1
1542.48046875,-1
1546.38671875,-1
1546.875,-1
1548.828125,-1
1549.31640625,-1
1551.7578125,-1
1553.22265625,-1
1555.6640625,-1
1559.5703125,-1
1562.98828125,-1
1565.4296875,-1
1575.1953125,-1
1575.68359375,-1
1578.125,-1
1585.44921875,-1
1588.37890625,-1
1590.8203125,-1
1600.5859375,-1
1603.515625,-1
1609.86328125,-1
1611.81640625,-1
1615.72265625,-1
1619.62890625,-1
1625.9765625,-1
1630.859375,-1
1634.27734375,-1
1637.20703125,-1
1642.08984375,-1
1644.04296875,-1
1649.90234375,-1
1652.83203125,-1
1655.76171875,-1
1658.203125,-1
1668.9453125,-1
1673.33984375,-1
1676.26953125,-1
1678.7109375,-1
1680.6640625,-1
1683.10546875,-1
1696.77734375,-1
1699.70703125,-1
1700.1953125,-1
1702.1484375,-1
1702.63671875,-1
1703.125,-1
1706.54296875,-1
1707.03125,-1
1710.9375,-1
1714.84375,-1
1720.703125,-1
1722.65625,-1
1723.14453125,-1
1732.91015625,-1
1735.3515625,-1
1739.74609375,-1
1743.65234375,-1
1747.55859375,-1
1748.046875,-1
1750.48828125,-1
1754.39453125,-1
1756.34765625,-1
1758.7890625,-1
1767.578125,-1
1771.484375,-1
1774.90234375,-1
1778.80859375,-1
1787.109375,-1
1791.015625,-1
1793.45703125,-1
1799.31640625,-1
1801.7578125,-1
1803.7109375,-1
1806.15234375,-1
1862.3046875,-1
1864.74609375,-1
1880.37109375,-1
1883.30078125,-1
1886.23046875,-1
1888.671875,-1
1891.11328125,-1
1891.6015625,-1
1894.04296875,-1
1894.53125,-1
1898.4375,-1
1902.34375,-1
1902.83203125,-1
1904.78515625,-1
1905.2734375,-1
1905.76171875,-1
1908.203125,-1
1908.69140625,-1
1909.1796875,-1
1911.1328125,-1
1915.0390625,-1
1917.96875,-1
1918.45703125,-1
1920.8984375,-1
1921.38671875,-1
1925.78125,-1
1928.7109375,-1
1933.10546875,-1
1943.84765625,-1
1946.2890625,-1
1948.73046875,-1
1950.68359375,-1
1953.125,-1
