time,channel_idx
1002.9296875,-1
1004.8828125,-1
1009.27734375,-1
1009.765625,-1
1012.20703125,-1
1017.08984375,-1
1017.578125,-1
1018.5546875,-1
1083.984375,-1
3168.9453125,-1
3179.19921875,-1
3188.96484375,-1
3199.21875,-1
3207.03125,-1
3211.42578125,-1
3214.84375,-1
3217.7734375,-1
3220.703125,-1
3221.19140625,-1
3221.6796875,-1
3225.09765625,-1
3232.91015625,-1
3233.88671875,-1
3243.1640625,-1
3244.62890625,-1
3253.41796875,-1
3254.39453125,-1
3264.6484375,-1
3266.6015625,-1
3276.85546875,-1
3280.2734375,-1
3291.50390625,-1
3300.78125,-1
3302.24609375,-1
3520.01953125,-1
3529.78515625,-1
3530.76171875,-1
3532.2265625,-1
3541.015625,-1
3541.50390625,-1
3541.9921875,-1
3542.48046875,-1
3542.96875,-1
3543.45703125,-1
3544.43359375,-1
3552.734375,-1
3553.22265625,-1
3553.7109375,-1
3554.19921875,-1
3554.6875,-1
3555.17578125,-1
3555.6640625,-1
3556.15234375,-1
3564.453125,-1
3565.4296875,-1
3565.91796875,-1
3566.40625,-1
3566.89453125,-1
3567.87109375,-1
3577.63671875,-1
3578.61328125,-1
3580.078125,-1
3591.30859375,-1
4124.51171875,-1
4134.765625,-1
4137.6953125,-1
4144.53125,-1
4147.4609375,-1
4148.4375,-1
4158.69140625,-1
4159.66796875,-1
4172.8515625,-1
4185.546875,-1
4773.92578125,-1
4780.2734375,-1
4784.1796875,-1
4787.59765625,-1
4885.25390625,-1
6147.94921875,-1
6171.38671875,-1
6172.36328125,-1
6173.33984375,-1
6180.6640625,-1
6181.640625,-1
6182.6171875,-1
6191.40625,-1
6192.3828125,-1
6193.359375,-1
6203.61328125,-1
6206.0546875,-1
6552.24609375,-1
6556.640625,-1
6559.5703125,-1
6564.453125,-1
7108.3984375,-1
7110.83984375,-1
7113.28125,-1
7113.76953125,-1
7117.1875,-1
7121.09375,-1
7591.30859375,-1
7603.515625,-1
7614.2578125,-1
7615.234375,-1
7617.1875,-1
7626.46484375,-1
7627.9296875,-1
7641.6015625,-1
8060.05859375,-1
8069.82421875,-1
8071.2890625,-1
8085.9375,-1
8086.9140625,-1
8089.35546875,-1
8102.5390625,-1
8103.02734375,-1
8105.46875,-1
8106.4453125,-1
8113.28125,-1
8114.2578125,-1
8114.74609375,-1
8115.72265625,-1
8116.69921875,-1
8117.67578125,-1
8126.46484375,-1
8127.44140625,-1
8128.90625,-1
8139.6484375,-1
9153.80859375,-1
9159.66796875,-1
9164.0625,-1
9166.9921875,-1
9167.96875,-1
9675.29296875,-1
