time,channel_idx
2.9296875,-1
3.41796875,-1
5.859375,-1
6.34765625,-1
7.32421875,-1
7.8125,-1
8.30078125,-1
9.765625,-1
16.11328125,-1
16.6015625,-1
17.578125,-1
18.06640625,-1
18.5546875,-1
26.3671875,-1
26.85546875,-1
27.34375,-1
28.3203125,-1
39.0625,-1
41.9921875,-1
48.33984375,-1
49.31640625,-1
53.7109375,-1
54.19921875,-1
59.08203125,-1
60.546875,-1
64.94140625,-1
74.21875,-1
74.70703125,-1
83.49609375,-1
91.30859375,-1
93.26171875,-1
97.65625,-1
101.07421875,-1
104.98046875,-1
110.3515625,-1
110.83984375,-1
111.328125,-1
112.79296875,-1
113.76953125,-1
121.58203125,-1
122.0703125,-1
123.046875,-1
127.9296875,-1
128.41796875,-1
136.23046875,-1
137.20703125,-1
149.4140625,-1
150.390625,-1
151.85546875,-1
158.69140625,-1
159.1796875,-1
164.0625,-1
164.55078125,-1
165.0390625,-1
169.43359375,-1
173.33984375,-1
175.29296875,-1
175.78125,-1
176.26953125,-1
182.6171875,-1
183.10546875,-1
184.5703125,-1
185.05859375,-1
185.546875,-1
186.03515625,-1
191.40625,-1
194.82421875,-1
195.80078125,-1
197.265625,-1
197.75390625,-1
199.21875,-1
204.58984375,-1
206.0546875,-1
206.54296875,-1
210.9375,-1
215.33203125,-1
219.7265625,-1
224.609375,-1
235.3515625,-1
235.83984375,-1
236.328125,-1
242.67578125,-1
255.37109375,-1
255.859375,-1
256.34765625,-1
266.11328125,-1
268.06640625,-1
277.34375,-1
277.83203125,-1
287.59765625,-1
288.0859375,-1
293.9453125,-1
294.43359375,-1
296.38671875,-1
298.33984375,-1
305.6640625,-1
306.640625,-1
317.3828125,-1
317.87109375,-1
318.359375,-1
318.84765625,-1
325.1953125,-1
325.68359375,-1
326.171875,-1
331.54296875,-1
332.51953125,-1
333.49609375,-1
340.33203125,-1
341.30859375,-1
341.796875,-1
346.19140625,-1
354.00390625,-1
354.98046875,-1
355.95703125,-1
364.74609375,-1
367.67578125,-1
377.9296875,-1
379.39453125,-1
379.8828125,-1
380.37109375,-1
381.8359375,-1
388.671875,-1
396.484375,-1
404.296875,-1
423.828125,-1
431.640625,-1
436.03515625,-1
446.2890625,-1
446.77734375,-1
449.21875,-1
454.58984375,-1
457.51953125,-1
461.42578125,-1
467.28515625,-1
468.26171875,-1
469.23828125,-1
478.02734375,-1
480.95703125,-1
492.1875,-1
494.62890625,-1
500.48828125,-1
507.8125,-1
509.765625,-1
512.6953125,-1
518.5546875,-1
526.85546875,-1
527.34375,-1
527.83203125,-1
534.1796875,-1
534.66796875,-1
535.15625,-1
537.109375,-1
543.45703125,-1
544.43359375,-1
544.921875,-1
545.41015625,-1
555.17578125,-1
556.15234375,-1
567.3828125,-1
579.58984375,-1
591.30859375,-1
596.19140625,-1
602.05078125,-1
608.88671875,-1
613.76953125,-1
614.74609375,-1
616.2109375,-1
618.1640625,-1
620.60546875,-1
624.51171875,-1
625.0,-1
630.859375,-1
633.7890625,-1
645.99609375,-1
650.87890625,-1
655.2734375,-1
661.1328125,-1
663.57421875,-1
672.36328125,-1
672.8515625,-1
673.33984375,-1
675.78125,-1
677.24609375,-1
678.22265625,-1
681.640625,-1
682.12890625,-1
685.05859375,-1
687.5,-1
694.82421875,-1
699.21875,-1
701.66015625,-1
706.54296875,-1
712.40234375,-1
720.21484375,-1
722.65625,-1
729.98046875,-1
732.91015625,-1
737.79296875,-1
743.65234375,-1
744.62890625,-1
752.9296875,-1
753.90625,-1
754.8828125,-1
762.20703125,-1
765.625,-1
771.97265625,-1
776.3671875,-1
783.69140625,-1
784.66796875,-1
785.64453125,-1
794.921875,-1
801.7578125,-1
802.734375,-1
807.12890625,-1
809.08203125,-1
812.98828125,-1
822.75390625,-1
823.2421875,-1
832.03125,-1
837.890625,-1
841.30859375,-1
841.796875,-1
848.6328125,-1
850.09765625,-1
858.3984375,-1
859.86328125,-1
865.234375,-1
867.1875,-1
876.953125,-1
880.37109375,-1
887.20703125,-1
895.5078125,-1
896.97265625,-1
901.3671875,-1
904.78515625,-1
905.2734375,-1
913.0859375,-1
920.8984375,-1
921.38671875,-1
928.22265625,-1
936.03515625,-1
944.3359375,-1
952.1484375,-1
960.44921875,-1
960.9375,-1
961.9140625,-1
971.6796875,-1
972.65625,-1
977.05078125,-1
984.375,-1
984.86328125,-1
985.3515625,-1
994.62890625,-1
995.1171875,-1
995.60546875,-1
1000.9765625,-1
1019.04296875,-1
1020.01953125,-1
1030.76171875,-1
1031.73828125,-1
1038.0859375,-1
1042.96875,-1
1050.29296875,-1
1053.7109375,-1
1065.91796875,-1
1070.80078125,-1
1080.56640625,-1
1084.47265625,-1
1093.75,-1
1098.6328125,-1
1099.12109375,-1
1106.93359375,-1
1107.421875,-1
1112.79296875,-1
1118.65234375,-1
1120.60546875,-1
1132.32421875,-1
1134.27734375,-1
1140.625,-1
1142.578125,-1
1144.53125,-1
1148.92578125,-1
1149.4140625,-1
1151.85546875,-1
1152.34375,-1
1153.80859375,-1
1157.71484375,-1
1158.203125,-1
1160.15625,-1
1162.109375,-1
1166.50390625,-1
1170.41015625,-1
1172.8515625,-1
1185.546875,-1
1188.96484375,-1
1196.77734375,-1
1197.75390625,-1
1210.44921875,-1
1211.42578125,-1
1218.26171875,-1
1219.7265625,-1
1220.703125,-1
1227.05078125,-1
1228.515625,-1
1229.00390625,-1
1235.3515625,-1
1239.74609375,-1
1240.72265625,-1
1247.0703125,-1
1250.9765625,-1
1259.27734375,-1
1269.53125,-1
1275.390625,-1
1284.1796875,-1
1288.57421875,-1
1297.8515625,-1
1301.7578125,-1
1310.05859375,-1
1310.546875,-1
1319.82421875,-1
1321.2890625,-1
1322.265625,-1
1328.125,-1
1329.58984375,-1
1330.56640625,-1
1340.8203125,-1
1345.703125,-1
1350.09765625,-1
1354.98046875,-1
1358.3984375,-1
1364.74609375,-1
1372.0703125,-1
1380.37109375,-1
1380.859375,-1
1391.6015625,-1
1402.83203125,-1
1412.109375,-1
1421.875,-1
1428.7109375,-1
1433.59375,-1
1437.98828125,-1
1438.96484375,-1
1443.359375,-1
1448.2421875,-1
1448.73046875,-1
1449.70703125,-1
1450.68359375,-1
1458.0078125,-1
1458.49609375,-1
1461.42578125,-1
1464.84375,-1
1471.6796875,-1
1476.07421875,-1
1477.05078125,-1
1478.02734375,-1
1481.4453125,-1
1487.79296875,-1
1488.76953125,-1
1489.74609375,-1
1495.60546875,-1
1499.51171875,-1
1501.953125,-1
1509.27734375,-1
1510.25390625,-1
1517.08984375,-1
1526.3671875,-1
1526.85546875,-1
1546.875,-1
1550.29296875,-1
1553.22265625,-1
1560.05859375,-1
1560.546875,-1
1561.03515625,-1
1561.5234375,-1
1562.5,-1
1566.89453125,-1
1567.87109375,-1
1570.3125,-1
1570.80078125,-1
1575.1953125,-1
1587.40234375,-1
1587.890625,-1
1594.23828125,-1
1594.7265625,-1
1597.16796875,-1
1606.4453125,-1
1610.3515625,-1
1610.83984375,-1
1616.2109375,-1
1619.62890625,-1
1625.0,-1
1626.953125,-1
1627.44140625,-1
1627.9296875,-1
1628.41796875,-1
1634.27734375,-1
1634.765625,-1
1636.23046875,-1
1636.71875,-1
1637.20703125,-1
1638.18359375,-1
1646.97265625,-1
1650.390625,-1
1653.80859375,-1
1656.25,-1
1660.64453125,-1
1661.1328125,-1
1661.62109375,-1
1662.109375,-1
1669.43359375,-1
1669.921875,-1
1679.6875,-1
1680.6640625,-1
1681.15234375,-1
1681.640625,-1
1687.98828125,-1
1688.4765625,-1
1688.96484375,-1
1695.80078125,-1
1706.0546875,-1
1706.54296875,-1
1707.03125,-1
1707.51953125,-1
1708.0078125,-1
1713.8671875,-1
1715.33203125,-1
1718.26171875,-1
